Policy_ID,Customer_ID,Policy_Start_Date,Policy_End_Date,Policy_Type,Policy_Status,Customer_Age,Gender,Marital_Status,Region,City,Annual_Income,Vehicle_Age,Premium_Amount,Sum_Insured,Claim_Count,Claim_Amount,Claim_Status,Payment_Mode,Agent_ID,Agent_Name,Branch,Customer_Tenure_Years,Renewal_Status,Policy_Channel,Risk_Score,Customer_Satisfaction,Fraud_Flag
POL003774,CUST003774,31-03-2024,31-03-2025,Home,Expired,18,Female,Single,West,Mumbai,670892,0,33668.87,1609925.04,0,0,No Claim,Quarterly,AG0083,Agent_0083,Branch_004,5.2,Not Renewed,Agent,58,4,No
POL003775,CUST003775,17-06-2025,17-06-2026,Auto,Active,56,Male,Divorced,West,Surat,150000,6,30512.33,251062.18,1,20190.78,Approved,Quarterly,AG0041,Agent_0041,Branch_002,9.1,Not Applicable,Agent,68,2,No
POL003776,CUST003776,26-04-2024,26-04-2025,Home,Active,62,Female,Single,West,Pune,666446,0,45595.45,1701826.35,1,313707.84,Approved,Yearly,AG0062,Agent_0062,Branch_003,9.6,Not Applicable,Agent,67,3,No
POL003777,CUST003777,07-07-2024,07-07-2025,Health,Expired,41,Male,Married,East,Patna,941000,0,30949.62,565086.11,1,60089.2,Approved,Monthly,AG0093,Agent_0093,Branch_008,11.6,Renewed,Agent,46,4,No
POL003778,CUST003778,16-04-2025,16-04-2026,Health,Active,51,Female,Divorced,North,Shimla,523903,0,47644.16,554987.69,0,0,No Claim,Yearly,AG0057,Agent_0057,Branch_007,7.9,Not Applicable,Online,77,4,No
POL003779,CUST003779,02-06-2024,02-06-2025,Life,Active,45,Male,Single,North,Shimla,1069856,0,45827.59,3520698.32,0,0,No Claim,Monthly,AG0018,Agent_0018,Branch_008,5.5,Not Applicable,Agent,48,4,No
POL003780,CUST003780,12-11-2025,12-11-2026,Home,Active,36,Female,Single,West,Ahmedabad,1037361,0,32776.97,975646.81,0,0,No Claim,Yearly,AG0044,Agent_0044,Branch_003,10.5,Not Applicable,Branch,59,4,No
POL003781,CUST003781,22-06-2024,22-06-2025,Auto,Cancelled,43,Male,Married,West,Surat,649455,7,28872.3,313137.57,0,0,No Claim,Quarterly,AG0008,Agent_0008,Branch_007,10.1,Not Applicable,Online,59,3,No
POL003782,CUST003782,25-08-2025,25-08-2026,Home,Active,33,Female,Single,North,Jaipur,1168921,0,29691.69,781088.8,0,0,No Claim,Quarterly,AG0100,Agent_0100,Branch_003,3.3,Not Applicable,Online,27,3,No
POL003783,CUST003783,16-06-2025,16-06-2026,Home,Active,37,Female,Married,South,Kochi,2014007,0,50013.97,2269982.18,0,0,No Claim,Yearly,AG0031,Agent_0031,Branch_004,7.8,Not Applicable,Online,80,4,No
POL003784,CUST003784,10-12-2025,10-12-2026,Health,Active,60,Female,Single,South,Hyderabad,723944,0,38106.78,722103.97,0,0,No Claim,Yearly,AG0084,Agent_0084,Branch_003,0.9,Not Applicable,Agent,50,3,No
POL003785,CUST003785,24-04-2025,24-04-2026,Life,Active,30,Male,Married,North,Delhi,1151799,0,48660.38,1685134.32,0,0,No Claim,Quarterly,AG0064,Agent_0064,Branch_001,7.4,Not Applicable,Agent,35,5,No
POL003786,CUST003786,01-10-2024,01-10-2025,Auto,Expired,38,Female,Married,North,Shimla,1395423,0,36907.18,391622.07,0,0,No Claim,Quarterly,AG0081,Agent_0081,Branch_007,2.6,Renewed,Online,59,2,No
POL003787,CUST003787,06-03-2023,06-03-2024,Auto,Expired,18,Female,Married,North,Chandigarh,1214524,2,32140.4,279299.05,0,0,No Claim,Yearly,AG0005,Agent_0005,Branch_002,6.3,Renewed,Agent,55,4,No
POL003788,CUST003788,06-08-2024,06-08-2025,Home,Expired,40,Male,Married,North,Delhi,1461484,0,48046.72,2260724.07,0,0,No Claim,Yearly,AG0086,Agent_0086,Branch_005,0.6,Renewed,Branch,75,2,No
POL003789,CUST003789,26-11-2024,26-11-2025,Travel,Expired,41,Male,Married,South,Bangalore,150000,0,8650.12,63744.97,1,9838.66,Approved,Yearly,AG0084,Agent_0084,Branch_005,7.9,Renewed,Branch,31,3,No
POL003790,CUST003790,17-11-2023,17-11-2024,Life,Expired,59,Male,Married,North,Shimla,804404,0,56048.09,3307552.74,0,0,No Claim,Yearly,AG0074,Agent_0074,Branch_008,8.7,Not Renewed,Branch,49,3,No
POL003791,CUST003791,09-02-2024,09-02-2025,Auto,Expired,21,Male,Divorced,South,Chennai,1033711,5,25709.42,216934.54,0,0,No Claim,Yearly,AG0052,Agent_0052,Branch_001,1.4,Not Renewed,Branch,49,3,No
POL003792,CUST003792,05-07-2025,05-07-2026,Auto,Active,24,Female,Married,West,Mumbai,2193266,5,36140.07,279517.53,0,0,No Claim,Monthly,AG0012,Agent_0012,Branch_005,2,Not Applicable,Agent,62,4,No
POL003793,CUST003793,02-01-2023,02-01-2024,Home,Expired,18,Female,Married,East,Kolkata,441406,0,35173.2,798829.98,0,0,No Claim,Quarterly,AG0054,Agent_0054,Branch_005,1.2,Not Renewed,Online,57,3,No
POL003794,CUST003794,27-04-2025,27-04-2026,Auto,Active,45,Male,Single,West,Ahmedabad,936416,2,31928.07,224180.61,0,0,No Claim,Quarterly,AG0025,Agent_0025,Branch_008,11.5,Not Applicable,Agent,82,3,No
POL003795,CUST003795,23-06-2024,23-06-2025,Auto,Cancelled,25,Male,Married,West,Mumbai,466670,10,26299.6,309853.98,0,0,No Claim,Monthly,AG0046,Agent_0046,Branch_008,6.4,Not Applicable,Agent,49,2,No
POL003796,CUST003796,04-12-2024,04-12-2025,Health,Expired,48,Female,Married,West,Ahmedabad,427672,0,35512.37,450465.79,0,0,No Claim,Quarterly,AG0087,Agent_0087,Branch_003,8.5,Not Renewed,Branch,49,4,No
POL003797,CUST003797,20-12-2025,20-12-2026,Home,Active,68,Male,Married,South,Chennai,1262105,0,48950.07,1966519.35,1,175149.75,Approved,Yearly,AG0036,Agent_0036,Branch_004,1,Not Applicable,Online,42,5,No
POL003798,CUST003798,02-10-2023,02-10-2024,Home,Active,25,Female,Single,West,Surat,1064772,0,42694.95,1782887.16,0,0,No Claim,Monthly,AG0030,Agent_0030,Branch_003,2.3,Not Applicable,Agent,82,3,No
POL003799,CUST003799,25-09-2024,25-09-2025,Auto,Cancelled,33,Female,Divorced,West,Surat,1367497,1,36995.24,212230.74,0,0,No Claim,Quarterly,AG0094,Agent_0094,Branch_001,8.8,Not Applicable,Branch,68,3,No
POL003800,CUST003800,27-08-2024,27-08-2025,Travel,Active,41,Male,Married,West,Surat,724396,0,14018.54,40952,0,0,No Claim,Quarterly,AG0093,Agent_0093,Branch_008,6.7,Not Applicable,Branch,62,4,No
POL003801,CUST003801,04-11-2023,04-11-2024,Life,Expired,34,Male,Married,South,Hyderabad,547670,0,37125.88,1004187.31,0,0,No Claim,Monthly,AG0085,Agent_0085,Branch_008,11.9,Renewed,Online,55,5,No
POL003802,CUST003802,20-08-2024,20-08-2025,Auto,Expired,47,Female,Single,South,Chennai,258657,3,30400.27,353506.69,0,0,No Claim,Monthly,AG0016,Agent_0016,Branch_007,1.3,Renewed,Agent,54,2,No
POL003803,CUST003803,29-12-2024,29-12-2025,Health,Expired,22,Other,Married,West,Mumbai,605305,0,37360.84,577858.06,1,112501.36,Approved,Yearly,AG0044,Agent_0044,Branch_002,6,Renewed,Agent,50,4,No
POL003804,CUST003804,10-01-2025,10-01-2026,Life,Active,43,Male,Divorced,East,Bhubaneswar,356304,0,42908.88,2982298.2,0,0,No Claim,Quarterly,AG0049,Agent_0049,Branch_003,0.9,Not Applicable,Branch,55,4,No
POL003805,CUST003805,01-04-2024,01-04-2025,Auto,Cancelled,40,Male,Married,East,Patna,314258,2,20180.01,187234.13,0,0,No Claim,Monthly,AG0066,Agent_0066,Branch_004,1.5,Not Applicable,Agent,47,3,No
POL003806,CUST003806,26-05-2023,26-05-2024,Travel,Expired,45,Female,Single,South,Hyderabad,804438,0,12808.11,127046.4,0,0,No Claim,Yearly,AG0096,Agent_0096,Branch_006,11.9,Renewed,Branch,42,4,No
POL003807,CUST003807,12-02-2023,12-02-2024,Home,Active,47,Male,Single,South,Bangalore,948932,0,40388.43,1037651.55,1,102673.69,Approved,Quarterly,AG0024,Agent_0024,Branch_003,7.6,Not Applicable,Agent,70,2,No
POL003808,CUST003808,13-07-2023,13-07-2024,Travel,Active,41,Male,Married,North,Shimla,1174699,0,12774.77,103109.06,0,0,No Claim,Yearly,AG0065,Agent_0065,Branch_008,3.4,Not Applicable,Online,57,3,Yes
POL003809,CUST003809,22-07-2025,22-07-2026,Auto,Active,43,Female,Married,North,Shimla,641625,1,35576.36,341571.84,0,0,No Claim,Quarterly,AG0080,Agent_0080,Branch_001,4.8,Not Applicable,Branch,69,3,No
POL003810,CUST003810,03-04-2025,03-04-2026,Travel,Active,36,Male,Married,West,Pune,561762,0,13522.45,98311.24,0,0,No Claim,Yearly,AG0033,Agent_0033,Branch_004,3.1,Not Applicable,Agent,61,1,No
POL003811,CUST003811,24-09-2023,24-09-2024,Health,Expired,24,Male,Married,West,Pune,494573,0,30198.06,371183.03,1,100925.77,Approved,Quarterly,AG0006,Agent_0006,Branch_004,11.4,Not Renewed,Agent,47,3,No
POL003812,CUST003812,22-06-2025,22-06-2026,Home,Active,23,Female,Single,West,Surat,737460,0,21212.63,931805.59,0,0,No Claim,Monthly,AG0084,Agent_0084,Branch_007,2,Not Applicable,Agent,22,4,No
POL003813,CUST003813,04-02-2024,04-02-2025,Health,Active,56,Male,Single,North,Shimla,678820,0,58604.46,488102.55,0,0,No Claim,Yearly,AG0076,Agent_0076,Branch_006,0.8,Not Applicable,Agent,97,5,No
POL003814,CUST003814,15-07-2025,15-07-2026,Travel,Active,37,Male,Single,South,Chennai,1160421,0,8956.58,83790.44,0,0,No Claim,Monthly,AG0078,Agent_0078,Branch_006,2.7,Not Applicable,Online,26,4,No
POL003815,CUST003815,03-08-2023,03-08-2024,Auto,Active,53,Female,Single,East,Bhubaneswar,624269,5,37677.07,425160.73,0,0,No Claim,Yearly,AG0070,Agent_0070,Branch_002,2.2,Not Applicable,Branch,74,3,No
POL003816,CUST003816,09-01-2025,09-01-2026,Home,Active,20,Other,Single,South,Chennai,357886,0,28025.07,662010.17,0,0,No Claim,Quarterly,AG0083,Agent_0083,Branch_004,0.5,Not Applicable,Agent,41,3,No
POL003817,CUST003817,26-05-2023,26-05-2024,Life,Expired,44,Female,Single,South,Hyderabad,1852756,0,60715.85,2291795.45,0,0,No Claim,Yearly,AG0055,Agent_0055,Branch_008,7.7,Renewed,Online,45,3,No
POL003818,CUST003818,16-02-2025,16-02-2026,Health,Active,22,Male,Single,North,Chandigarh,369655,0,34756.76,330612.86,0,0,No Claim,Monthly,AG0003,Agent_0003,Branch_007,1.6,Not Applicable,Online,58,2,No
POL003819,CUST003819,22-09-2024,22-09-2025,Home,Expired,34,Male,Single,East,Guwahati,2367745,0,39514.52,1959197.89,0,0,No Claim,Monthly,AG0042,Agent_0042,Branch_001,9.3,Renewed,Agent,27,2,No
POL003820,CUST003820,13-05-2025,13-05-2026,Auto,Active,31,Female,Married,North,Shimla,917473,7,20852.57,237754.46,0,0,No Claim,Yearly,AG0050,Agent_0050,Branch_008,5.4,Not Applicable,Online,23,3,No
POL003821,CUST003821,10-12-2023,10-12-2024,Home,Active,30,Female,Married,West,Ahmedabad,506287,0,24375.51,809231.6,0,0,No Claim,Quarterly,AG0023,Agent_0023,Branch_008,9.9,Not Applicable,Branch,32,3,No
POL003822,CUST003822,11-10-2024,11-10-2025,Auto,Active,23,Male,Single,North,Shimla,408924,4,30576.32,331094.16,0,0,No Claim,Quarterly,AG0069,Agent_0069,Branch_001,6.6,Not Applicable,Online,57,2,No
POL003823,CUST003823,29-06-2025,29-06-2026,Auto,Active,39,Male,Married,South,Bangalore,221350,3,29828.73,254829.68,0,0,No Claim,Yearly,AG0033,Agent_0033,Branch_002,8.5,Not Applicable,Agent,82,3,No
POL003824,CUST003824,08-02-2025,08-02-2026,Home,Active,59,Male,Single,East,Guwahati,431493,0,38029.87,1124332.89,0,0,No Claim,Yearly,AG0026,Agent_0026,Branch_003,2,Not Applicable,Online,43,3,No
POL003825,CUST003825,06-10-2025,06-10-2026,Health,Active,35,Male,Divorced,North,Shimla,1666111,0,43189.26,460826.03,0,0,No Claim,Yearly,AG0086,Agent_0086,Branch_006,10.3,Not Applicable,Agent,53,3,No
POL003826,CUST003826,12-01-2023,12-01-2024,Home,Expired,51,Female,Married,North,Shimla,1084265,0,33084.71,1554291.75,0,0,No Claim,Monthly,AG0016,Agent_0016,Branch_002,0.7,Renewed,Branch,52,2,No
POL003827,CUST003827,24-12-2025,24-12-2026,Health,Active,47,Male,Married,South,Bangalore,1249766,0,58101.43,762106.86,0,0,No Claim,Quarterly,AG0036,Agent_0036,Branch_006,5,Not Applicable,Branch,71,4,No
POL003828,CUST003828,28-04-2025,28-04-2026,Health,Active,49,Female,Married,North,Jaipur,578950,0,41051.15,396420.16,0,0,No Claim,Quarterly,AG0088,Agent_0088,Branch_002,1.9,Not Applicable,Agent,63,3,No
POL003829,CUST003829,12-11-2024,12-11-2025,Auto,Expired,41,Male,Single,East,Bhubaneswar,445093,6,28753.89,334213.71,0,0,No Claim,Yearly,AG0051,Agent_0051,Branch_008,2.3,Not Renewed,Agent,59,3,No
POL003830,CUST003830,14-02-2025,14-02-2026,Home,Active,40,Male,Married,West,Ahmedabad,577524,0,31596.15,1236726.49,0,0,No Claim,Quarterly,AG0099,Agent_0099,Branch_008,5.4,Not Applicable,Agent,33,4,No
POL003831,CUST003831,30-01-2024,30-01-2025,Home,Expired,25,Other,Single,West,Surat,1856942,0,40311.27,1537618.14,0,0,No Claim,Quarterly,AG0067,Agent_0067,Branch_003,7.9,Renewed,Agent,49,3,No
POL003832,CUST003832,09-05-2024,09-05-2025,Auto,Expired,50,Female,Single,East,Guwahati,492786,3,30600.58,354378.04,0,0,No Claim,Quarterly,AG0003,Agent_0003,Branch_007,8.6,Renewed,Branch,43,3,No
POL003833,CUST003833,15-11-2024,15-11-2025,Auto,Expired,42,Female,Married,West,Pune,263200,5,20312.36,233111.66,0,0,No Claim,Monthly,AG0038,Agent_0038,Branch_001,9.3,Not Renewed,Agent,48,3,No
POL003834,CUST003834,02-10-2025,02-10-2026,Home,Active,26,Male,Single,North,Jaipur,1353910,0,39569.68,1656580.86,0,0,No Claim,Yearly,AG0074,Agent_0074,Branch_006,1.3,Not Applicable,Agent,45,3,No
POL003835,CUST003835,26-04-2023,26-04-2024,Health,Expired,24,Male,Married,North,Jaipur,559706,0,40526.01,674233.52,0,0,No Claim,Monthly,AG0059,Agent_0059,Branch_001,2.2,Renewed,Agent,60,3,No
POL003836,CUST003836,05-07-2024,05-07-2025,Auto,Expired,44,Male,Married,West,Surat,679706,2,31897.15,291531.51,0,0,No Claim,Quarterly,AG0037,Agent_0037,Branch_007,4.4,Renewed,Agent,61,3,No
POL003837,CUST003837,10-04-2023,10-04-2024,Health,Expired,47,Female,Married,East,Guwahati,920323,0,40318.51,713021.22,0,0,No Claim,Monthly,AG0066,Agent_0066,Branch_008,4,Not Renewed,Online,31,3,No
POL003838,CUST003838,24-11-2025,24-11-2026,Auto,Active,47,Female,Married,West,Surat,818576,3,25692.75,287166.63,0,0,No Claim,Monthly,AG0065,Agent_0065,Branch_004,2.9,Not Applicable,Online,46,4,No
POL003839,CUST003839,21-07-2025,21-07-2026,Auto,Active,44,Female,Married,West,Surat,379996,4,28625.03,317905.11,1,49441.12,Approved,Yearly,AG0033,Agent_0033,Branch_004,5.2,Not Applicable,Online,62,5,No
POL003840,CUST003840,26-01-2023,26-01-2024,Life,Expired,45,Male,Single,North,Jaipur,516399,0,51092.95,3771795.19,0,0,No Claim,Monthly,AG0046,Agent_0046,Branch_004,11,Renewed,Online,57,3,No
POL003841,CUST003841,18-03-2024,18-03-2025,Health,Expired,50,Male,Single,South,Bangalore,391714,0,43249.63,702128.29,0,0,No Claim,Quarterly,AG0009,Agent_0009,Branch_003,0.8,Not Renewed,Online,46,3,No
POL003842,CUST003842,31-12-2025,31-12-2026,Auto,Active,62,Male,Married,East,Guwahati,499198,7,27169.56,142421.87,2,48674.53,Rejected,Yearly,AG0016,Agent_0016,Branch_002,5.4,Not Applicable,Online,50,4,No
POL003843,CUST003843,10-05-2025,10-05-2026,Life,Active,33,Female,Single,North,Shimla,1878727,0,47680.61,2450588.84,0,0,No Claim,Yearly,AG0028,Agent_0028,Branch_007,11.4,Not Applicable,Online,53,2,No
POL003844,CUST003844,27-04-2024,27-04-2025,Health,Cancelled,37,Male,Married,North,Chandigarh,653057,0,38335.38,600289.62,0,0,No Claim,Monthly,AG0047,Agent_0047,Branch_002,6.7,Not Applicable,Agent,71,4,No
POL003845,CUST003845,09-05-2024,09-05-2025,Health,Expired,65,Male,Married,North,Delhi,478178,0,52053.58,661276.64,0,0,No Claim,Quarterly,AG0040,Agent_0040,Branch_001,5.1,Renewed,Agent,60,3,No
POL003846,CUST003846,11-12-2024,11-12-2025,Home,Cancelled,29,Male,Married,North,Shimla,378324,0,31798.45,1284268.77,0,0,No Claim,Quarterly,AG0020,Agent_0020,Branch_002,2.6,Not Applicable,Agent,56,2,No
POL003847,CUST003847,29-05-2023,29-05-2024,Home,Expired,32,Female,Married,South,Kochi,648257,0,33346.6,1420167.02,0,0,No Claim,Yearly,AG0055,Agent_0055,Branch_007,10.8,Renewed,Online,56,3,No
POL003848,CUST003848,06-12-2025,06-12-2026,Auto,Active,36,Female,Married,East,Patna,1292677,6,32125.19,337868.18,1,76674.39,Approved,Quarterly,AG0093,Agent_0093,Branch_008,1.3,Not Applicable,Online,69,3,No
POL003849,CUST003849,13-08-2025,13-08-2026,Home,Active,33,Other,Married,East,Bhubaneswar,1199561,0,43608.83,1224929.27,0,0,No Claim,Monthly,AG0061,Agent_0061,Branch_001,7.8,Not Applicable,Agent,74,4,No
POL003850,CUST003850,02-12-2024,02-12-2025,Home,Expired,51,Male,Married,East,Bhubaneswar,556831,0,29416.23,1247545.63,0,0,No Claim,Yearly,AG0063,Agent_0063,Branch_006,9,Renewed,Agent,29,2,No
POL003851,CUST003851,18-09-2025,18-09-2026,Auto,Active,23,Male,Single,North,Delhi,464899,6,24152.76,164660.63,1,37455.23,Approved,Yearly,AG0096,Agent_0096,Branch_002,2,Not Applicable,Branch,48,4,No
POL003852,CUST003852,05-07-2025,05-07-2026,Auto,Active,74,Female,Married,West,Pune,1062594,6,42558.51,258525.22,0,0,No Claim,Quarterly,AG0079,Agent_0079,Branch_008,10.3,Not Applicable,Agent,59,3,No
POL003853,CUST003853,08-05-2025,08-05-2026,Auto,Active,39,Female,Married,North,Shimla,681354,4,31099.08,203755.97,0,0,No Claim,Monthly,AG0065,Agent_0065,Branch_006,3.4,Not Applicable,Online,65,3,No
POL003854,CUST003854,04-06-2023,04-06-2024,Health,Expired,30,Male,Married,North,Delhi,232753,0,30612.85,459422.45,1,85585.52,Rejected,Monthly,AG0080,Agent_0080,Branch_008,4.7,Renewed,Branch,48,3,No
POL003855,CUST003855,22-09-2025,22-09-2026,Home,Active,37,Female,Married,West,Mumbai,944688,0,22747.86,732431.11,0,0,No Claim,Monthly,AG0087,Agent_0087,Branch_003,2.6,Not Applicable,Agent,17,2,No
POL003856,CUST003856,25-04-2024,25-04-2025,Home,Expired,50,Male,Married,East,Patna,1166655,0,34022.78,1200399.51,0,0,No Claim,Monthly,AG0012,Agent_0012,Branch_001,4.9,Not Renewed,Agent,45,2,No
POL003857,CUST003857,29-08-2023,29-08-2024,Auto,Expired,34,Male,Single,East,Guwahati,424834,4,25558.31,159372.77,0,0,No Claim,Monthly,AG0014,Agent_0014,Branch_006,9.6,Not Renewed,Agent,57,3,No
POL003858,CUST003858,24-01-2025,24-01-2026,Life,Active,27,Female,Single,South,Chennai,1633969,0,56538.01,3848748.03,0,0,No Claim,Monthly,AG0047,Agent_0047,Branch_004,3.9,Not Applicable,Agent,72,4,No
POL003859,CUST003859,10-10-2025,10-10-2026,Auto,Active,42,Female,Married,West,Ahmedabad,832708,9,29605.41,203429.5,0,0,No Claim,Yearly,AG0020,Agent_0020,Branch_004,8.7,Not Applicable,Branch,50,5,No
POL003860,CUST003860,29-10-2023,29-10-2024,Auto,Expired,44,Male,Single,East,Bhubaneswar,617118,2,26458.81,214288.39,0,0,No Claim,Quarterly,AG0074,Agent_0074,Branch_007,11.6,Not Renewed,Agent,67,3,Yes
POL003861,CUST003861,06-12-2023,06-12-2024,Health,Expired,62,Female,Married,West,Pune,959340,0,56090.82,1028147.58,0,0,No Claim,Quarterly,AG0089,Agent_0089,Branch_001,10.6,Not Renewed,Agent,66,3,Yes
POL003862,CUST003862,16-09-2024,16-09-2025,Life,Expired,25,Male,Married,South,Hyderabad,338741,0,45211.28,2858207,0,0,No Claim,Quarterly,AG0024,Agent_0024,Branch_008,11.5,Renewed,Agent,51,4,No
POL003863,CUST003863,04-01-2024,04-01-2025,Health,Expired,54,Female,Married,West,Mumbai,2006819,0,47558.6,714026.28,0,0,No Claim,Quarterly,AG0065,Agent_0065,Branch_007,3.9,Renewed,Agent,46,4,No
POL003864,CUST003864,09-02-2023,09-02-2024,Health,Expired,42,Female,Married,East,Patna,836232,0,47143.75,492516.95,0,0,No Claim,Yearly,AG0026,Agent_0026,Branch_007,1.5,Renewed,Agent,88,3,No
POL003865,CUST003865,31-07-2025,31-07-2026,Health,Active,27,Male,Single,North,Delhi,2063798,0,48800.19,605732.76,0,0,No Claim,Yearly,AG0018,Agent_0018,Branch_001,8.1,Not Applicable,Branch,48,2,No
POL003866,CUST003866,16-03-2024,16-03-2025,Life,Active,42,Female,Married,North,Shimla,1052831,0,46674.71,3203685.8,0,0,No Claim,Quarterly,AG0097,Agent_0097,Branch_007,2,Not Applicable,Branch,37,2,No
POL003867,CUST003867,09-03-2024,09-03-2025,Home,Cancelled,39,Other,Divorced,North,Chandigarh,342756,0,35317.37,631959.31,0,0,No Claim,Monthly,AG0061,Agent_0061,Branch_006,6.9,Not Applicable,Agent,61,1,No
POL003868,CUST003868,23-05-2024,23-05-2025,Health,Active,30,Female,Married,North,Chandigarh,1428356,0,43970.19,358881,0,0,No Claim,Yearly,AG0085,Agent_0085,Branch_006,6.2,Not Applicable,Agent,70,3,No
POL003869,CUST003869,16-07-2025,16-07-2026,Home,Active,35,Female,Married,East,Bhubaneswar,1005681,0,34167,1137866.55,0,0,No Claim,Quarterly,AG0098,Agent_0098,Branch_005,8.8,Not Applicable,Online,39,4,No
POL003870,CUST003870,11-11-2024,11-11-2025,Auto,Expired,43,Male,Single,East,Guwahati,779341,6,28088.5,170717.3,0,0,No Claim,Monthly,AG0085,Agent_0085,Branch_007,9.3,Not Renewed,Agent,42,5,No
POL003871,CUST003871,09-06-2024,09-06-2025,Home,Cancelled,23,Male,Married,South,Kochi,522886,0,30499.57,1184480.59,1,113412.51,Approved,Monthly,AG0049,Agent_0049,Branch_007,5.9,Not Applicable,Branch,51,3,No
POL003872,CUST003872,19-02-2024,19-02-2025,Home,Cancelled,79,Male,Divorced,East,Patna,821752,0,59137.89,923471.7,0,0,No Claim,Monthly,AG0068,Agent_0068,Branch_003,4.4,Not Applicable,Agent,61,3,No
POL003873,CUST003873,16-10-2023,16-10-2024,Auto,Expired,50,Male,Married,South,Kochi,286397,6,32899.62,189719.17,1,41070.16,Approved,Monthly,AG0014,Agent_0014,Branch_004,5.9,Renewed,Online,54,4,No
POL003874,CUST003874,26-01-2023,26-01-2024,Health,Expired,28,Female,Single,East,Guwahati,475940,0,27426.14,337413.95,0,0,No Claim,Quarterly,AG0079,Agent_0079,Branch_004,4.1,Renewed,Online,14,2,No
POL003875,CUST003875,15-10-2024,15-10-2025,Auto,Expired,67,Female,Married,North,Jaipur,1119689,1,43374.15,326305.92,0,0,No Claim,Monthly,AG0059,Agent_0059,Branch_003,5.2,Not Renewed,Online,61,4,No
POL003876,CUST003876,23-02-2024,23-02-2025,Home,Expired,42,Female,Married,North,Chandigarh,462757,0,29729.04,953857.19,0,0,No Claim,Yearly,AG0072,Agent_0072,Branch_005,7.4,Not Renewed,Agent,46,2,No
POL003877,CUST003877,11-07-2024,11-07-2025,Auto,Expired,31,Female,Married,West,Pune,742100,5,19539.08,130656.54,0,0,No Claim,Yearly,AG0092,Agent_0092,Branch_008,3.7,Not Renewed,Agent,5,3,No
POL003878,CUST003878,03-05-2025,03-05-2026,Auto,Active,24,Female,Single,South,Bangalore,538919,9,25966.84,253019.14,0,0,No Claim,Monthly,AG0065,Agent_0065,Branch_004,8.2,Not Applicable,Branch,74,3,No
POL003879,CUST003879,15-11-2025,15-11-2026,Life,Active,48,Female,Divorced,South,Bangalore,520715,0,37452.93,1101736.5,0,0,No Claim,Quarterly,AG0073,Agent_0073,Branch_007,7.7,Not Applicable,Agent,27,2,No
POL003880,CUST003880,15-11-2025,15-11-2026,Home,Active,38,Male,Single,East,Bhubaneswar,555794,0,27138.78,563931.21,0,0,No Claim,Monthly,AG0098,Agent_0098,Branch_008,9.5,Not Applicable,Online,29,3,No
POL003881,CUST003881,25-07-2024,25-07-2025,Health,Expired,41,Male,Single,North,Chandigarh,1838262,0,25632.63,336192.23,0,0,No Claim,Quarterly,AG0057,Agent_0057,Branch_004,6.8,Renewed,Agent,11,5,No
POL003882,CUST003882,28-04-2023,28-04-2024,Auto,Expired,42,Male,Married,South,Bangalore,1232250,2,33853.55,365267.17,0,0,No Claim,Quarterly,AG0003,Agent_0003,Branch_004,4.7,Not Renewed,Online,74,3,No
POL003883,CUST003883,15-10-2023,15-10-2024,Health,Expired,26,Female,Married,East,Kolkata,599997,0,43520.55,394159.24,1,68823.22,Approved,Quarterly,AG0004,Agent_0004,Branch_006,11,Renewed,Online,60,3,No
POL003884,CUST003884,24-09-2023,24-09-2024,Life,Expired,38,Male,Married,South,Kochi,535531,0,34458.76,2173817.65,0,0,No Claim,Monthly,AG0029,Agent_0029,Branch_001,10.4,Renewed,Branch,42,4,No
POL003885,CUST003885,23-05-2023,23-05-2024,Health,Cancelled,47,Male,Married,South,Hyderabad,768335,0,37552.54,680840.22,0,0,No Claim,Monthly,AG0020,Agent_0020,Branch_001,4.2,Not Applicable,Agent,52,3,No
POL003886,CUST003886,03-06-2023,03-06-2024,Auto,Cancelled,74,Male,Married,West,Mumbai,937294,0,35014.36,175813.85,1,16216.55,Approved,Yearly,AG0012,Agent_0012,Branch_002,7.3,Not Applicable,Agent,30,4,No
POL003887,CUST003887,21-07-2024,21-07-2025,Health,Expired,50,Female,Single,West,Mumbai,2141512,0,71960.8,1428287.98,0,0,No Claim,Monthly,AG0064,Agent_0064,Branch_003,7.7,Not Renewed,Branch,95,2,No
POL003888,CUST003888,16-03-2023,16-03-2024,Home,Active,52,Male,Married,East,Patna,622638,0,41186.29,1073578.04,0,0,No Claim,Quarterly,AG0001,Agent_0001,Branch_004,3.2,Not Applicable,Agent,58,3,No
POL003889,CUST003889,19-12-2024,19-12-2025,Auto,Expired,39,Male,Divorced,South,Hyderabad,807852,1,32927.12,355790.34,1,61143.11,Approved,Monthly,AG0009,Agent_0009,Branch_005,3,Renewed,Agent,74,2,No
POL003890,CUST003890,12-02-2025,12-02-2026,Travel,Active,37,Male,Married,West,Pune,2875063,0,19156.96,182959.12,0,0,No Claim,Monthly,AG0086,Agent_0086,Branch_006,3.8,Not Applicable,Branch,65,3,No
POL003891,CUST003891,25-07-2023,25-07-2024,Auto,Expired,40,Female,Married,South,Bangalore,714631,10,33222.34,271237.75,0,0,No Claim,Monthly,AG0076,Agent_0076,Branch_001,3.5,Not Renewed,Online,61,5,No
